;Código Pacote;Label SEEDS;Unnamed: 2;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase.1;Atividade.1;Operação;Unnamed: 19;Unnamed: 20
6578;;;Abandon_8_20_4;Prosseguir descida do BHA c/ COT, assentar WBRT na WB e desassentar WB;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 4;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03, P-19
6579;;;Abandon_8_21_4;Retirar COT até posicionar packer de abandono GT Lokset {phase4_case_diameter} pol;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 4;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
6580;;;Abandon_8_22_4;Assentar packer de abandono e testar estanqueidade por baixo c/ 3.000 psi e por cima c/ 5.000 psi;;;;3;0;0;FASE 4;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6581;;;Abandon_8_23_4;Retirar COT c/ conjunto WBRT + WB e retrieving head do packer de abandono e desmobilizar.;retirar;Y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 4;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;4;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-01, P-03
6582;Abandon 8-fase-5;Abandon 8-fase-5;Abandon_8_1_5;Montar pata de elefante + raspador  + magneto.;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01
6583;;;Abandon_8_2_5;Conectar WBRT e prosseguir com a descida c/ COT por seção até WBRT acima do BOP;insere;y = 1;coluna de trabalho da sonda;11;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-01, P-20
6584;;;Abandon_8_3_5;Jatear BOP com pata de elefante e ciclar gavetas do BOP.;;;;2;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6585;;;Abandon_8_4_5;Prosseguir descida do BHA de condicionamento c/ COT por seção e conectar demais raspadores;;;;2;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6586;;;Abandon_8_5_5;Prosseguir descida do BHA de condicionamento c/ COT por seção até o colar.;;;;2;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6587;;;Abandon_8_6_5;Colocar COT na posição de hang off, fechar o BOP e testar revestimento com 6000 psi/15min;;;;2;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6588;;;Abandon_8_7_5;Testar gaveta de hang-off de cima para baixo com diferencial de pressão aplicado no teste negativo;;;;1;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6589;;;Abandon_8_8_5;Posicionar parafina na coluna e fechar BOP;;;;0;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6590;;;Abandon_8_9_5;Realizar Teste Negativo;;;;2;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
6591;;;Abandon_8_10_5;HOLD POINT: Teste de Influxo (Teste Negativo) de Barreiras de Segurança (CSD SEGUP);;;;0;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
6592;;;Abandon_8_11_5;Efetuar circulação reversa;;;;1;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6593;;;Abandon_8_12_5;Abrir o BOP e circular AGMAR em circuito aberto até 30 NTU utilizando linhas linhas de K/C, booster e coluna;;;;14;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6594;;;Abandon_8_13_5;Substituir AGMAR do poço por CASAC;;;;0;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6595;;;Abandon_8_14_5;Retirar pata de elefante c/ COT até o HSG de alta.;;;;2;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6596;;;Abandon_8_15_5;Jatear  com AGMAR área de asssentamento da WB no HSG de alta reciprocando coluna 3 metros com alta vazão por 30 min;;;;0,5;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6597;;;Abandon_8_16_5;Retirar pata de elefante c/ COT até a superfície.;retirar;Y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 5;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-01
6598;;;Abandon_8_17_5;Montar packer de abandono GT Lok Set {phase5_case_diameter} pol e retrieving head;zerar itens;;;3;0;0;FASE 5;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-01
6599;;;Abandon_8_18_5;Descer BHA c/ COT até 350 m e conectar WBRT;;;;2;0;0;FASE 5;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-01
6600;;;Abandon_8_19_5;Descer BHA c/ COT até BOP;;;;4;0;0;FASE 5;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-01
6601;;;Abandon_8_20_5;Prosseguir descida do BHA c/ COT, assentar WBRT na WB e desassentar WB;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 5;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03, P-19
6602;;;Abandon_8_21_5;Retirar COT até posicionar packer de abandono GT Lokset {phase5_case_diameter} pol;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 5;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-03
6603;;;Abandon_8_22_5;Assentar packer de abandono e testar estanqueidade por baixo c/ 3.000 psi e por cima c/ 5.000 psi;;;;3;0;0;FASE 5;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6604;;;Abandon_8_23_5;Retirar COT c/ conjunto WBRT + WB e retrieving head do packer de abandono e desmobilizar.;retirar;Y ={PDA}+ 1;coluna de trabalho da sonda;0;0;0;FASE 5;Assentamento de packer de abandono e  retirada de bucha - combo;Abandono;Abandono;Assentamento de packer de abandono e  retirada de bucha - combo;;5;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-01, P-03
6605;Abandon 8-fase-6;Abandon 8-fase-6;Abandon_8_1_6;Montar pata de elefante + raspador  + magneto.;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Baixa;P-01
6606;;;Abandon_8_2_6;Conectar WBRT e prosseguir com a descida c/ COT por seção até WBRT acima do BOP;insere;y = 1;coluna de trabalho da sonda;11;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-01, P-20
6607;;;Abandon_8_3_6;Jatear BOP com pata de elefante e ciclar gavetas do BOP.;;;;2;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6608;;;Abandon_8_4_6;Prosseguir descida do BHA de condicionamento c/ COT por seção e conectar demais raspadores;;;;2;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6609;;;Abandon_8_5_6;Prosseguir descida do BHA de condicionamento c/ COT por seção até o colar.;;;;2;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6610;;;Abandon_8_6_6;Colocar COT na posição de hang off, fechar o BOP e testar revestimento com 6000 psi/15min;;;;2;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6611;;;Abandon_8_7_6;Testar gaveta de hang-off de cima para baixo com diferencial de pressão aplicado no teste negativo;;;;1;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6612;;;Abandon_8_8_6;Posicionar parafina na coluna e fechar BOP;;;;0;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6613;;;Abandon_8_9_6;Realizar Teste Negativo;;;;2;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
6614;;;Abandon_8_10_6;HOLD POINT: Teste de Influxo (Teste Negativo) de Barreiras de Segurança (CSD SEGUP);;;;0;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Alta;P-20
6615;;;Abandon_8_11_6;Efetuar circulação reversa;;;;1;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
6616;;;Abandon_8_12_6;Abrir o BOP e circular AGMAR em circuito aberto até 30 NTU utilizando linhas linhas de K/C, booster e coluna;;;;14;0;0;FASE 6;Condicionamento de revestimento com troca de fluido;Abandono;Abandono;Condicionamento de revestimento com troca de fluido;;6;Abandono;Execução do tampão de cimento e operações associadas;Moderada;P-20
